payment_id,invoice_id,booking_id,customer_id,payment_date,amount_pkr,payment_type,payment_method,reference_no,notes
PAY0015181,INV010212,BK010531,CU01557,2025-02-20,177695.0,Advance,Cash,REF00015181,Advance 50%
PAY0015182,INV010212,BK010531,CU01557,2025-02-27,177695.0,Final,Cash,REF00015182,Final settlement
PAY0015183,INV010213,BK010532,CU01367,2023-11-15,3691.0,Advance,EasyPaisa,REF00015183,Advance 20%
PAY0015184,INV010213,BK010532,CU01367,2023-11-22,14763.0,Final,EasyPaisa,REF00015184,Final settlement
PAY0015185,INV010214,BK010533,CU01786,2024-03-29,27503.0,Full,JazzCash,REF00015185,
PAY0015186,INV010215,BK010534,CU00904,2024-08-05,7666.0,Advance,JazzCash,REF00015186,Advance 50%
PAY0015187,INV010215,BK010534,CU00904,2024-08-12,7665.0,Final,JazzCash,REF00015187,Final settlement
PAY0015188,INV010216,BK010535,CU01532,2023-07-03,11822.0,Full,JazzCash,REF00015188,
PAY0015189,INV010217,BK010536,CU00717,2024-05-23,26460.0,Full,EasyPaisa,REF00015189,
PAY0015190,INV010218,BK010537,CU00015,2022-07-07,7925.0,Advance,EasyPaisa,REF00015190,Advance 20%
PAY0015191,INV010218,BK010537,CU00015,2022-07-14,31700.0,Final,EasyPaisa,REF00015191,Final settlement
PAY0015192,INV010219,BK010538,CU01092,2024-05-10,26295.0,Advance,Cash,REF00015192,Advance 20%
PAY0015193,INV010219,BK010538,CU01092,2024-05-17,66246.0,Final,Cash,REF00015193,Final settlement
PAY0015194,INV010220,BK010539,CU00694,2024-11-16,57614.0,Full,JazzCash,REF00015194,
PAY0015195,INV010221,BK010540,CU01427,2024-07-29,15445.0,Full,JazzCash,REF00015195,
PAY0015196,INV010222,BK010541,CU00971,2026-01-22,2646.0,Advance,Bank Transfer,REF00015196,Advance 20%
PAY0015197,INV010222,BK010541,CU00971,2026-01-29,10582.0,Final,Bank Transfer,REF00015197,Final settlement
PAY0015198,INV010223,BK010542,CU00951,2024-10-31,95370.0,Full,Card (POS),REF00015198,
PAY0015199,INV010224,BK010543,CU01748,2022-07-12,38501.0,Full,EasyPaisa,REF00015199,
PAY0015200,INV010225,BK010544,CU01022,2026-06-26,62297.0,Full,JazzCash,REF00015200,
PAY0015201,INV010226,BK010545,CU01956,2023-12-12,55913.0,Full,Bank Transfer,REF00015201,
PAY0015202,INV010227,BK010547,CU00039,2025-04-19,129901.0,Full,Cash,REF00015202,
PAY0015203,INV010228,BK010548,CU00355,2024-07-22,11500.0,Full,JazzCash,REF00015203,
PAY0015204,INV010229,BK010550,CU01558,2023-06-16,5567.0,Full,EasyPaisa,REF00015204,
PAY0015205,INV010230,BK010551,CU01424,2025-04-09,104055.0,Full,Cash,REF00015205,
PAY0015206,INV010231,BK010552,CU00424,2025-01-13,4503.0,Advance,Cash,REF00015206,Advance 20%
PAY0015207,INV010231,BK010552,CU00424,2025-01-20,18011.0,Final,Cash,REF00015207,Final settlement
PAY0015208,INV010232,BK010553,CU01635,2025-08-05,11731.0,Full,Cash,REF00015208,
PAY0015209,INV010233,BK010554,CU01143,2022-01-08,11271.0,Full,Card (POS),REF00015209,
PAY0015210,INV010234,BK010555,CU00899,2024-10-11,18630.0,Advance,Bank Transfer,REF00015210,Advance 50%
PAY0015211,INV010234,BK010555,CU00899,2024-10-18,18631.0,Final,Bank Transfer,REF00015211,Final settlement
PAY0015212,INV010235,BK010556,CU00651,2025-09-21,111138.0,Full,EasyPaisa,REF00015212,
PAY0015213,INV010236,BK010557,CU00340,2024-06-13,20761.0,Full,Cash,REF00015213,
PAY0015214,INV010237,BK010558,CU01007,2022-10-11,57547.0,Full,EasyPaisa,REF00015214,
PAY0015215,INV010238,BK010559,CU01719,2025-09-08,56223.0,Full,Cash,REF00015215,
PAY0015216,INV010239,BK010560,CU01407,2023-12-21,2258.0,Advance,Cash,REF00015216,Advance 20%
PAY0015217,INV010239,BK010560,CU01407,2023-12-28,9031.0,Final,Cash,REF00015217,Final settlement
PAY0015218,INV010240,BK010561,CU00444,2022-01-20,3101.0,Advance,Bank Transfer,REF00015218,Advance 20%
PAY0015219,INV010240,BK010561,CU00444,2022-01-27,12405.0,Final,Bank Transfer,REF00015219,Final settlement
PAY0015220,INV010241,BK010562,CU01164,2025-11-12,128637.0,Full,JazzCash,REF00015220,
PAY0015221,INV010242,BK010563,CU01725,2023-01-23,155795.0,Full,Cash,REF00015221,
PAY0015222,INV010243,BK010564,CU01116,2025-07-11,24050.0,Advance,Card (POS),REF00015222,Advance 50%
PAY0015223,INV010243,BK010564,CU01116,2025-07-18,24051.0,Final,Card (POS),REF00015223,Final settlement
PAY0015224,INV010244,BK010565,CU01004,2022-05-09,42959.0,Full,Cash,REF00015224,
PAY0015225,INV010245,BK010567,CU00325,2022-02-18,24310.0,Full,Card (POS),REF00015225,
PAY0015226,INV010246,BK010568,CU00126,2023-12-20,10719.0,Full,JazzCash,REF00015226,
PAY0015227,INV010247,BK010569,CU01937,2023-09-20,16027.0,Advance,Cash,REF00015227,Advance 20%
PAY0015228,INV010247,BK010569,CU01937,2023-09-27,1770.0,Final,Cash,REF00015228,Final settlement
PAY0015229,INV010248,BK010570,CU00029,2026-06-21,16522.0,Advance,Bank Transfer,REF00015229,Advance 20%
PAY0015230,INV010248,BK010570,CU00029,2026-06-28,66086.0,Final,Bank Transfer,REF00015230,Final settlement
PAY0015231,INV010249,BK010571,CU00113,2023-05-06,5719.0,Advance,JazzCash,REF00015231,Advance 20%
PAY0015232,INV010249,BK010571,CU00113,2023-05-13,3689.0,Final,JazzCash,REF00015232,Final settlement
PAY0015233,INV010250,BK010572,CU00614,2026-06-22,7742.0,Advance,Cash,REF00015233,Advance 50%
PAY0015234,INV010250,BK010572,CU00614,2026-06-29,7741.0,Final,Cash,REF00015234,Final settlement
PAY0015235,INV010251,BK010573,CU01731,2025-10-08,56646.0,Full,Card (POS),REF00015235,
PAY0015236,INV010252,BK010574,CU01096,2025-11-22,51869.0,Full,Bank Transfer,REF00015236,
PAY0015237,INV010253,BK010575,CU00477,2026-03-18,19718.0,Full,Cash,REF00015237,
PAY0015238,INV010254,BK010576,CU01615,2024-04-01,324639.0,Advance,Bank Transfer,REF00015238,Advance 50%
PAY0015239,INV010254,BK010576,CU01615,2024-04-08,324639.0,Final,Bank Transfer,REF00015239,Final settlement
PAY0015240,INV010255,BK010577,CU01338,2023-03-07,21082.0,Full,EasyPaisa,REF00015240,
PAY0015241,INV010256,BK010578,CU00259,2024-04-23,80345.0,Full,EasyPaisa,REF00015241,
PAY0015242,INV010257,BK010579,CU00835,2022-05-11,13486.0,Full,Bank Transfer,REF00015242,
PAY0015243,INV010258,BK010580,CU00688,2025-08-02,14703.0,Full,Bank Transfer,REF00015243,
PAY0015244,INV010259,BK010581,CU00701,2025-07-08,34629.0,Full,Cash,REF00015244,
PAY0015245,INV010260,BK010582,CU00016,2024-11-24,45552.0,Full,Cash,REF00015245,
PAY0015246,INV010261,BK010583,CU00713,2024-10-22,42790.0,Full,Cash,REF00015246,
PAY0015247,INV010262,BK010584,CU00119,2024-07-03,9658.0,Partial,Cash,REF00015247,
PAY0015248,INV010263,BK010585,CU01144,2022-11-18,2676.0,Partial,JazzCash,REF00015248,
PAY0015249,INV010264,BK010586,CU00562,2025-12-20,92403.0,Full,JazzCash,REF00015249,
PAY0015250,INV010265,BK010587,CU00669,2023-12-18,38845.0,Full,Cash,REF00015250,
PAY0015251,INV010266,BK010588,CU01808,2022-08-19,14212.0,Advance,Bank Transfer,REF00015251,Advance 50%
PAY0015252,INV010266,BK010588,CU01808,2022-08-26,14213.0,Final,Bank Transfer,REF00015252,Final settlement
PAY0015253,INV010267,BK010589,CU00648,2022-01-05,12420.0,Partial,JazzCash,REF00015253,
PAY0015254,INV010268,BK010590,CU01971,2022-09-13,37513.0,Full,JazzCash,REF00015254,
PAY0015255,INV010269,BK010591,CU00804,2024-02-03,316468.0,Advance,Cash,REF00015255,Advance 50%
PAY0015256,INV010269,BK010591,CU00804,2024-02-10,1426.0,Final,Cash,REF00015256,Final settlement
PAY0015257,INV010270,BK010592,CU01812,2023-08-24,3016.0,Advance,Cash,REF00015257,Advance 20%
PAY0015258,INV010270,BK010592,CU01812,2023-08-31,12065.0,Final,Cash,REF00015258,Final settlement
PAY0015259,INV010271,BK010593,CU00559,2022-06-10,9290.0,Advance,Cash,REF00015259,Advance 50%
PAY0015260,INV010271,BK010593,CU00559,2022-06-17,1179.0,Final,Cash,REF00015260,Final settlement
PAY0015261,INV010272,BK010594,CU01729,2023-07-08,23558.0,Advance,Cash,REF00015261,Advance 20%
PAY0015262,INV010272,BK010594,CU01729,2023-07-15,94233.0,Final,Cash,REF00015262,Final settlement
PAY0015263,INV010273,BK010595,CU00891,2024-02-05,60713.0,Full,Cash,REF00015263,
PAY0015264,INV010274,BK010596,CU00901,2025-12-16,82979.0,Partial,Cash,REF00015264,
PAY0015265,INV010275,BK010597,CU00235,2025-03-11,43407.0,Advance,Cash,REF00015265,Advance 20%
PAY0015266,INV010275,BK010597,CU00235,2025-03-18,173630.0,Final,Cash,REF00015266,Final settlement
PAY0015267,INV010276,BK010598,CU01429,2022-11-23,803.0,Advance,Cash,REF00015267,Advance 20%
PAY0015268,INV010276,BK010598,CU01429,2022-11-30,3210.0,Final,Cash,REF00015268,Final settlement
PAY0015269,INV010277,BK010599,CU01671,2023-01-20,11700.0,Advance,EasyPaisa,REF00015269,Advance 20%
PAY0015270,INV010277,BK010599,CU01671,2023-01-27,46801.0,Final,EasyPaisa,REF00015270,Final settlement
PAY0015271,INV010278,BK010600,CU01398,2023-07-21,66438.0,Advance,Cash,REF00015271,Advance 50%
PAY0015272,INV010278,BK010600,CU01398,2023-07-28,66438.0,Final,Cash,REF00015272,Final settlement
PAY0015273,INV010279,BK010601,CU00473,2023-02-10,4682.0,Advance,JazzCash,REF00015273,Advance 50%
PAY0015274,INV010279,BK010601,CU00473,2023-02-17,4682.0,Final,JazzCash,REF00015274,Final settlement
PAY0015275,INV010280,BK010602,CU01518,2023-09-11,2895.0,Advance,Cash,REF00015275,Advance 20%
PAY0015276,INV010280,BK010602,CU01518,2023-09-18,11579.0,Final,Cash,REF00015276,Final settlement
PAY0015277,INV010281,BK010603,CU00558,2025-01-28,9020.0,Advance,Bank Transfer,REF00015277,Advance 50%
PAY0015278,INV010281,BK010603,CU00558,2025-02-04,9019.0,Final,Bank Transfer,REF00015278,Final settlement
PAY0015279,INV010282,BK010604,CU00358,2025-04-13,9094.0,Full,JazzCash,REF00015279,
PAY0015280,INV010283,BK010605,CU01996,2025-12-08,5784.0,Partial,Bank Transfer,REF00015280,
PAY0015281,INV010284,BK010607,CU01610,2024-11-15,14241.0,Full,Cash,REF00015281,
PAY0015282,INV010285,BK010608,CU00168,2024-09-25,9587.0,Full,Bank Transfer,REF00015282,
PAY0015283,INV010286,BK010609,CU00313,2024-10-09,15634.0,Partial,EasyPaisa,REF00015283,
PAY0015284,INV010287,BK010610,CU01863,2024-02-22,28172.0,Advance,JazzCash,REF00015284,Advance 50%
PAY0015285,INV010287,BK010610,CU01863,2024-02-29,28172.0,Final,JazzCash,REF00015285,Final settlement
PAY0015286,INV010288,BK010611,CU00691,2022-12-16,105390.0,Full,Bank Transfer,REF00015286,
PAY0015287,INV010289,BK010613,CU01887,2023-11-13,14164.0,Advance,JazzCash,REF00015287,Advance 50%
PAY0015288,INV010289,BK010613,CU01887,2023-11-20,14163.0,Final,JazzCash,REF00015288,Final settlement
PAY0015289,INV010290,BK010614,CU00682,2024-04-08,14887.0,Full,EasyPaisa,REF00015289,
PAY0015290,INV010291,BK010615,CU00755,2025-06-11,5130.0,Full,EasyPaisa,REF00015290,
PAY0015291,INV010292,BK010617,CU00612,2024-05-26,46989.0,Full,Card (POS),REF00015291,
PAY0015292,INV010293,BK010618,CU00434,2025-11-15,25178.0,Advance,Card (POS),REF00015292,Advance 20%
PAY0015293,INV010293,BK010618,CU00434,2025-11-22,100712.0,Final,Card (POS),REF00015293,Final settlement
PAY0015294,INV010294,BK010619,CU00728,2026-01-17,4171.0,Advance,JazzCash,REF00015294,Advance 20%
PAY0015295,INV010294,BK010619,CU00728,2026-01-24,16684.0,Final,JazzCash,REF00015295,Final settlement
PAY0015296,INV010295,BK010620,CU00048,2026-06-13,5247.0,Advance,Cash,REF00015296,Advance 50%
PAY0015297,INV010295,BK010620,CU00048,2026-06-20,5247.0,Final,Cash,REF00015297,Final settlement
PAY0015298,INV010296,BK010621,CU01174,2024-05-21,1400.0,Advance,EasyPaisa,REF00015298,Advance 20%
PAY0015299,INV010296,BK010621,CU01174,2024-05-28,5598.0,Final,EasyPaisa,REF00015299,Final settlement
PAY0015300,INV010297,BK010622,CU00726,2022-05-11,16654.0,Advance,EasyPaisa,REF00015300,Advance 20%
PAY0015301,INV010297,BK010622,CU00726,2022-05-18,66617.0,Final,EasyPaisa,REF00015301,Final settlement
PAY0015302,INV010298,BK010623,CU00914,2025-03-22,18223.0,Advance,JazzCash,REF00015302,Advance 50%
PAY0015303,INV010298,BK010623,CU00914,2025-03-29,18223.0,Final,JazzCash,REF00015303,Final settlement
PAY0015304,INV010299,BK010624,CU00044,2023-09-26,26908.0,Advance,Card (POS),REF00015304,Advance 50%
PAY0015305,INV010299,BK010624,CU00044,2023-10-03,26908.0,Final,Card (POS),REF00015305,Final settlement
PAY0015306,INV010300,BK010626,CU00970,2026-02-13,10984.0,Advance,Cash,REF00015306,Advance 50%
PAY0015307,INV010300,BK010626,CU00970,2026-02-20,10984.0,Final,Cash,REF00015307,Final settlement
PAY0015308,INV010301,BK010627,CU01761,2024-11-13,9886.0,Advance,Bank Transfer,REF00015308,Advance 50%
PAY0015309,INV010301,BK010627,CU01761,2024-11-20,9886.0,Final,Bank Transfer,REF00015309,Final settlement
PAY0015310,INV010302,BK010628,CU00905,2026-04-07,3300.0,Advance,Card (POS),REF00015310,Advance 20%
PAY0015311,INV010302,BK010628,CU00905,2026-04-14,13201.0,Final,Card (POS),REF00015311,Final settlement
PAY0015312,INV010303,BK010629,CU00675,2025-04-04,28210.0,Advance,Bank Transfer,REF00015312,Advance 20%
PAY0015313,INV010303,BK010629,CU00675,2025-04-11,112839.0,Final,Bank Transfer,REF00015313,Final settlement
PAY0015314,INV010304,BK010630,CU00059,2023-09-11,25504.0,Advance,Cash,REF00015314,Advance 50%
PAY0015315,INV010304,BK010630,CU00059,2023-09-18,25503.0,Final,Cash,REF00015315,Final settlement
PAY0015316,INV010305,BK010631,CU01349,2026-02-07,2832.0,Advance,JazzCash,REF00015316,Advance 20%
PAY0015317,INV010305,BK010631,CU01349,2026-02-14,11327.0,Final,JazzCash,REF00015317,Final settlement
PAY0015318,INV010306,BK010632,CU00602,2023-12-16,11095.0,Full,EasyPaisa,REF00015318,
PAY0015319,INV010307,BK010634,CU01770,2024-09-10,27968.0,Full,Bank Transfer,REF00015319,
PAY0015320,INV010308,BK010635,CU00659,2025-05-16,7376.0,Advance,Bank Transfer,REF00015320,Advance 50%
PAY0015321,INV010308,BK010635,CU00659,2025-05-23,7375.0,Final,Bank Transfer,REF00015321,Final settlement
PAY0015322,INV010309,BK010636,CU01386,2023-03-26,5723.0,Advance,Cash,REF00015322,Advance 20%
PAY0015323,INV010309,BK010636,CU01386,2023-04-02,22894.0,Final,Cash,REF00015323,Final settlement
PAY0015324,INV010310,BK010637,CU00303,2023-11-15,24012.0,Full,EasyPaisa,REF00015324,
PAY0015325,INV010311,BK010638,CU00210,2023-03-24,2325.0,Advance,Bank Transfer,REF00015325,Advance 50%
PAY0015326,INV010311,BK010638,CU00210,2023-03-31,2325.0,Final,Bank Transfer,REF00015326,Final settlement
PAY0015327,INV010312,BK010640,CU01333,2024-05-21,1631.0,Advance,JazzCash,REF00015327,Advance 20%
PAY0015328,INV010312,BK010640,CU01333,2024-05-28,6525.0,Final,JazzCash,REF00015328,Final settlement
PAY0015329,INV010313,BK010641,CU01800,2025-07-11,11441.0,Full,EasyPaisa,REF00015329,
PAY0015330,INV010314,BK010642,CU01131,2022-01-16,16013.0,Full,Card (POS),REF00015330,
PAY0015331,INV010315,BK010643,CU00568,2024-02-25,4145.0,Partial,Cash,REF00015331,
PAY0015332,INV010316,BK010644,CU00359,2022-07-04,362410.0,Full,EasyPaisa,REF00015332,
PAY0015333,INV010317,BK010645,CU01932,2026-04-19,2079.0,Advance,Cash,REF00015333,Advance 20%
PAY0015334,INV010317,BK010645,CU01932,2026-04-26,8318.0,Final,Cash,REF00015334,Final settlement
PAY0015335,INV010318,BK010646,CU01219,2022-06-16,60082.0,Full,Cash,REF00015335,
PAY0015336,INV010319,BK010647,CU01129,2023-06-26,2958.0,Full,Cash,REF00015336,
PAY0015337,INV010320,BK010648,CU01460,2023-07-10,12925.0,Advance,Cash,REF00015337,Advance 50%
PAY0015338,INV010320,BK010648,CU01460,2023-07-17,12925.0,Final,Cash,REF00015338,Final settlement
PAY0015339,INV010321,BK010649,CU01114,2025-12-23,124866.0,Full,EasyPaisa,REF00015339,
PAY0015340,INV010322,BK010650,CU00911,2023-08-22,5238.0,Advance,Cash,REF00015340,Advance 20%
PAY0015341,INV010322,BK010650,CU00911,2023-08-29,20950.0,Final,Cash,REF00015341,Final settlement
PAY0015342,INV010323,BK010651,CU01978,2025-03-28,16870.0,Advance,Cash,REF00015342,Advance 50%
PAY0015343,INV010323,BK010651,CU01978,2025-04-04,16871.0,Final,Cash,REF00015343,Final settlement
PAY0015344,INV010324,BK010652,CU00899,2024-06-15,4378.0,Advance,JazzCash,REF00015344,Advance 20%
PAY0015345,INV010324,BK010652,CU00899,2024-06-22,17510.0,Final,JazzCash,REF00015345,Final settlement
PAY0015346,INV010325,BK010653,CU00917,2025-10-08,2527.0,Advance,Bank Transfer,REF00015346,Advance 20%
PAY0015347,INV010325,BK010653,CU00917,2025-10-15,10106.0,Final,Bank Transfer,REF00015347,Final settlement
PAY0015348,INV010326,BK010654,CU01281,2022-01-15,16731.0,Full,JazzCash,REF00015348,
PAY0015349,INV010327,BK010656,CU01772,2024-12-12,3760.0,Advance,Cash,REF00015349,Advance 20%
PAY0015350,INV010327,BK010656,CU01772,2024-12-19,15038.0,Final,Cash,REF00015350,Final settlement
PAY0015351,INV010328,BK010658,CU00093,2023-10-18,13369.0,Full,EasyPaisa,REF00015351,
PAY0015352,INV010329,BK010659,CU01729,2023-11-27,10844.0,Full,Cash,REF00015352,
PAY0015353,INV010330,BK010660,CU00640,2023-03-15,31418.0,Partial,EasyPaisa,REF00015353,
PAY0015354,INV010331,BK010661,CU01408,2026-04-03,3330.0,Advance,Cash,REF00015354,Advance 20%
PAY0015355,INV010331,BK010661,CU01408,2026-04-10,13321.0,Final,Cash,REF00015355,Final settlement
PAY0015356,INV010332,BK010662,CU00292,2025-01-11,7770.0,Partial,JazzCash,REF00015356,
PAY0015357,INV010333,BK010663,CU00319,2025-11-26,38691.0,Advance,Cash,REF00015357,Advance 20%
PAY0015358,INV010333,BK010663,CU00319,2025-12-03,154765.0,Final,Cash,REF00015358,Final settlement
PAY0015359,INV010334,BK010664,CU00481,2024-11-17,9525.0,Advance,Bank Transfer,REF00015359,Advance 20%
PAY0015360,INV010334,BK010664,CU00481,2024-11-24,38100.0,Final,Bank Transfer,REF00015360,Final settlement
PAY0015361,INV010335,BK010665,CU00201,2024-07-11,15767.0,Full,Card (POS),REF00015361,
PAY0015362,INV010336,BK010666,CU01932,2023-03-16,462658.0,Full,Cash,REF00015362,
PAY0015363,INV010337,BK010667,CU01294,2025-03-17,70254.0,Full,Cash,REF00015363,
PAY0015364,INV010338,BK010668,CU01636,2024-12-18,17033.0,Full,Bank Transfer,REF00015364,
PAY0015365,INV010339,BK010669,CU00008,2025-06-16,15011.0,Full,Cash,REF00015365,
PAY0015366,INV010340,BK010670,CU01224,2025-05-15,7635.0,Full,JazzCash,REF00015366,
PAY0015367,INV010341,BK010671,CU01631,2025-06-05,4485.0,Advance,EasyPaisa,REF00015367,Advance 50%
PAY0015368,INV010341,BK010671,CU01631,2025-06-12,4485.0,Final,EasyPaisa,REF00015368,Final settlement
PAY0015369,INV010342,BK010672,CU00885,2023-01-18,266787.0,Full,EasyPaisa,REF00015369,
PAY0015370,INV010343,BK010673,CU00716,2026-06-06,9949.0,Full,Bank Transfer,REF00015370,
PAY0015371,INV010344,BK010674,CU01656,2023-02-16,11167.0,Full,Cash,REF00015371,
PAY0015372,INV010345,BK010675,CU01816,2024-03-28,5129.0,Advance,Bank Transfer,REF00015372,Advance 20%
PAY0015373,INV010345,BK010675,CU01816,2024-04-04,20516.0,Final,Bank Transfer,REF00015373,Final settlement
PAY0015374,INV010346,BK010676,CU00965,2026-01-05,4600.0,Advance,JazzCash,REF00015374,Advance 50%
PAY0015375,INV010346,BK010676,CU00965,2026-01-12,4600.0,Final,JazzCash,REF00015375,Final settlement
PAY0015376,INV010347,BK010677,CU00455,2026-05-16,29750.0,Full,JazzCash,REF00015376,
PAY0015377,INV010348,BK010678,CU01632,2023-03-23,156979.0,Full,Bank Transfer,REF00015377,
PAY0015378,INV010349,BK010679,CU00370,2022-12-14,148764.0,Full,Cash,REF00015378,
PAY0015379,INV010350,BK010680,CU00340,2024-08-14,41732.0,Full,Bank Transfer,REF00015379,
PAY0015380,INV010351,BK010681,CU00770,2022-05-23,6674.0,Partial,Cash,REF00015380,
PAY0015381,INV010352,BK010682,CU01004,2022-06-25,233546.0,Advance,Cash,REF00015381,Advance 50%
PAY0015382,INV010352,BK010682,CU01004,2022-07-02,233546.0,Final,Cash,REF00015382,Final settlement
PAY0015383,INV010353,BK010683,CU01673,2025-11-28,40229.0,Full,Cash,REF00015383,
PAY0015384,INV010354,BK010684,CU01356,2023-01-09,32752.0,Advance,Cash,REF00015384,Advance 50%
PAY0015385,INV010354,BK010684,CU01356,2023-01-16,32752.0,Final,Cash,REF00015385,Final settlement
PAY0015386,INV010355,BK010685,CU01396,2024-08-04,9688.0,Advance,JazzCash,REF00015386,Advance 50%
PAY0015387,INV010355,BK010685,CU01396,2024-08-11,9689.0,Final,JazzCash,REF00015387,Final settlement
PAY0015388,INV010356,BK010686,CU00605,2026-06-23,35724.0,Full,Cash,REF00015388,
PAY0015389,INV010357,BK010687,CU00357,2022-04-04,11921.0,Advance,Cash,REF00015389,Advance 20%
PAY0015390,INV010357,BK010687,CU00357,2022-04-11,47686.0,Final,Cash,REF00015390,Final settlement
PAY0015391,INV010358,BK010688,CU01852,2026-01-10,26252.0,Advance,EasyPaisa,REF00015391,Advance 20%
PAY0015392,INV010358,BK010688,CU01852,2026-01-17,105008.0,Final,EasyPaisa,REF00015392,Final settlement
PAY0015393,INV010359,BK010689,CU00544,2024-01-30,57337.0,Full,Card (POS),REF00015393,
PAY0015394,INV010360,BK010690,CU00891,2022-02-04,49512.0,Full,Bank Transfer,REF00015394,
PAY0015395,INV010361,BK010691,CU01862,2024-03-04,4197.0,Full,JazzCash,REF00015395,
PAY0015396,INV010362,BK010692,CU01257,2023-04-03,4150.0,Advance,Cash,REF00015396,Advance 50%
PAY0015397,INV010362,BK010692,CU01257,2023-04-10,4149.0,Final,Cash,REF00015397,Final settlement
PAY0015398,INV010363,BK010693,CU01002,2026-01-14,34476.0,Advance,EasyPaisa,REF00015398,Advance 50%
PAY0015399,INV010363,BK010693,CU01002,2026-01-21,34475.0,Final,EasyPaisa,REF00015399,Final settlement
PAY0015400,INV010364,BK010694,CU00325,2022-08-22,16092.0,Full,Bank Transfer,REF00015400,
